Date,Name,Ticker,Fiscal,Actual,Consensus,Surprise
2016-02-24 21:15:00,COSTAR GROUP,CSGP,Q4 15 ,1.1,0.82,34.1
2016-02-25 12:10:00,ANSYS,ANSS,Q4 15 ,0.91,0.871,4.5
2016-02-25 21:00:00,INTUIT INC,INTU,Q2 16 ,0.25,0.191,30.9
2016-02-25 21:02:00,BIOMARIN PHARMACEUT,BMRN,Q4 15 ,0.39,0.981,-60.2
2016-02-25 21:02:00,SPLUNK,SPLK,Q4 16 ,0.11,0.08,37.5
2016-02-25 21:02:00,AUTODESK INC,ADSK,Q4 16 ,0.21,0.116,81.0
2016-02-25 21:10:00,KRAFT HEINZ CO CMN,KHC,Q4 15 ,0.62,0.58,6.9
2016-02-25 21:10:00,MONSTER BEVERAGE CP,MNST,Q4 15 ,0.23,0.272,-16.7
2016-02-29 21:02:00,"WORKDAY, INC.",WDAY,Q4 16 ,-0.01,-0.045,77.8
2016-03-01 12:30:00,DOLLAR TREE INC,DLTR,Q4 16 ,1.01,1.067,-5.3
2016-03-01 21:01:00,"ROSS STORES, INC.",ROST,Q4 16 ,0.66,0.64,3.1
2016-03-03 02:00:00,COSTCO WHOLESALE,COST,Q2 16 ,1.24,1.28,-3.1
2016-03-03 21:01:00,BROADCOM INC.,AVGO,Q1 16 ,2.41,2.291,5.2
2016-03-10 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q4 16 ,1.69,1.536,10.0
2016-03-17 20:07:00,ADOBE INC.,ADBE,Q1 16 ,0.66,0.606,8.9
2016-03-22 20:15:00,CINTAS CORP,CTAS,Q3 16 ,1.05,0.949,10.6
2016-03-30 13:30:00,"PAYCHEX, INC.",PAYX,Q3 16 ,0.5,0.498,0.4
2016-03-30 21:04:00,MICRON TECHNOLOGY,MU,Q2 16 ,-0.05,-0.087,42.5
2016-04-05 12:00:00,WALGREENS BTS ALN CM,WBA,Q2 16 ,1.31,1.28,2.3
2016-04-12 11:50:00,FASTENAL CO,FAST,Q1 16 ,0.22,0.225,-3.0
2016-04-12 21:03:00,CSX,CSX,Q1 16 ,0.37,0.366,1.1
2016-04-18 11:30:00,PEPSICO INC,PEP,Q1 16 ,0.89,0.812,9.6
2016-04-18 21:05:00,"NETFLIX, INC.",NFLX,Q1 16 ,0.06,0.037,62.2
2016-04-19 21:00:00,INTEL CORP,INTC,Q1 16 ,0.54,0.488,10.7
2016-04-19 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q1 16 ,1.47,1.444,2.0
2016-04-20 21:05:00,LAM RESEARCH CORP,LRCX,Q3 16 ,1.18,1.087,8.6
2016-04-20 21:05:00,CITRIX SYSTEMS INC,CTXS,Q1 16 ,1.18,0.924,27.7
2016-04-20 21:24:00,UNITED AIRLNS HLD CM,UAL,Q1 16 ,1.23,1.18,4.2
2016-04-20 21:32:00,QUALCOMM INC,QCOM,Q2 16 ,1.04,0.962,8.1
2016-04-21 12:15:00,BIOGEN INC CMN,BIIB,Q1 16 ,4.46,4.458,0.1
2016-04-21 21:01:00,MAXIM INTEGRATED,MXIM,Q3 16 ,0.41,0.415,-1.2
2016-04-21 21:01:00,ALPHABET CL A CMN,GOOGL,Q1 16 ,6.02,6.305,-4.5
2016-04-21 21:04:00,STARBUCKS CORP,SBUX,Q2 16 ,0.39,0.39,0.0
2016-04-21 21:08:00,MICROSOFT CORP,MSFT,Q3 16 ,0.62,0.638,-2.8
2016-04-21 21:15:00,ADV MICRO DEVICES,AMD,Q1 16 ,-0.12,-0.129,7.0
2016-04-22 12:31:00,AMERICAN AIRLINES GP,AAL,Q1 16 ,1.25,1.186,5.4
2016-04-25 21:05:00,CADENCE DESIGN SYS,CDNS,Q1 16 ,0.28,0.276,1.4
2016-04-26 11:00:00,T-MOBILE,TM,Q1 16 ,0.56,0.093,502.2
2016-04-26 13:00:00,PACCAR INC.,PCAR,Q1 16 ,0.99,0.959,3.2
2016-04-26 21:15:00,KLA CP CMN STK,KLAC,Q3 16 ,1.15,0.98,17.3
2016-04-26 21:15:00,EBAY INC.,EBAY,Q1 16 ,0.47,0.446,5.4
2016-04-26 21:30:00,APPLE INC.,AAPL,Q2 16 ,1.9,1.998,-4.9
2016-04-27 12:00:00,COMCAST CORP A,CMCSA,Q1 16 ,0.42,0.399,5.3
2016-04-27 13:00:00,MONDELEZ INTL CMN A,MDLZ,Q1 16 ,0.48,0.396,21.2
2016-04-27 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q1 16 ,0.09,0.277,-67.5
2016-04-27 21:02:00,FACEBOOK INC,FB,Q1 16 ,0.52,0.404,28.7
2016-04-27 21:15:00,COSTAR GROUP,CSGP,Q1 16 ,0.95,0.688,38.1
2016-04-27 21:17:00,PAYPAL HOLDINGS,PYPL,Q1 16 ,0.37,0.354,4.5
2016-04-27 21:20:00,"XILINX, INC.",XLNX,Q4 16 ,0.54,0.518,4.2
2016-04-27 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q1 16 ,2.59,2.491,4.0
2016-04-27 21:30:00,MARRIOTT INT CL A CM,MAR,Q1 16 ,0.87,0.839,3.7
2016-04-27 21:30:00,TEXAS INSTRUMENTS,TXN,Q1 16 ,0.65,0.619,5.0
2016-04-28 11:30:00,ALEXION PHARM INC,ALXN,Q1 16 ,1.11,1.135,-2.2
2016-04-28 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q1 16 ,0.03,0.032,5.5
2016-04-28 12:00:00,AUTOMATIC DATA PROCS,ADP,Q3 16 ,1.17,1.176,-0.5
2016-04-28 13:00:00,CHARTER COMMUNICATIO,CHTR,Q1 16 ,-1.68,-1.228,-37.2
2016-04-28 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q1 16 ,0.5,0.397,25.9
2016-04-28 21:00:00,"EXPEDIA GROUP, INC.",EXPE,Q1 16 ,0.09,-0.061,247.5
2016-04-28 21:01:00,AMGEN,AMGN,Q1 16 ,2.9,2.594,11.8
2016-04-28 21:01:00,BIOMARIN PHARMACEUT,BMRN,Q1 16 ,-0.53,-0.697,24.0
2016-04-28 21:01:00,AMAZON.COM INC,AMZN,Q1 16 ,1.07,0.568,88.4
2016-04-28 21:01:00,"GILEAD SCIENCES, INC",GILD,Q1 16 ,3.03,3.148,-3.7
2016-04-28 21:02:00,SEATTLE GENETICS,SGEN,Q1 16 ,-0.15,-0.101,-48.5
2016-04-28 21:05:00,"VERISIGN, INC.",VRSN,Q1 16 ,0.85,0.831,2.3
2016-04-28 21:15:00,WESTERN DIGITAL CP,WDC,Q3 16 ,1.21,1.263,-4.2
2016-04-28 21:15:00,SKYWORKS SOLUTIONS,SWKS,Q2 16 ,1.25,1.244,0.5
2016-04-29 12:00:00,IDEXX LABORATORIES,IDXX,Q1 16 ,0.51,0.466,9.4
2016-04-29 13:55:00,MONSTER BEVERAGE CP,MNST,Q1 16 ,0.27,0.247,8.0
2016-05-03 21:05:00,"ILLUMINA, INC.",ILMN,Q1 16 ,0.71,0.726,-2.2
2016-05-03 21:10:00,VERISK ANALYTICS INC,VRSK,Q1 16 ,0.75,0.757,-0.9
2016-05-04 12:00:00,CDW,CDW,Q1 16 ,0.67,0.653,2.6
2016-05-04 12:05:00,BOOKING HOLDINGS INC,BKNG,Q1 16 ,8.88,9.672,-8.2
2016-05-04 21:00:00,"TESLA, INC.",TSLA,Q1 16 ,-0.57,-0.599,4.8
2016-05-04 21:10:00,KRAFT HEINZ CO CMN,KHC,Q1 16 ,0.73,0.606,20.5
2016-05-04 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q4 16 ,0.7,0.68,2.9
2016-05-05 11:30:00,REGENERON PHARMACEUT,REGN,Q1 16 ,2.57,2.625,-2.1
2016-05-05 12:09:00,ANSYS,ANSS,Q1 16 ,0.77,0.763,0.9
2016-05-05 21:01:00,CERNER CORP,CERN,Q1 16 ,0.53,0.532,-0.4
2016-05-05 21:01:00,"FISERV, INC.",FISV,Q1 16 ,0.53,0.512,3.5
2016-05-05 21:05:00,ACTIVISION BLIZZARD,ATVI,Q1 16 ,0.23,0.123,87.0
2016-05-06 11:00:00,COGNIZANT TECH SOL,CTSH,Q1 16 ,0.8,0.786,1.8
2016-05-06 13:08:00,EXCELON,EXC,Q1 16 ,0.68,0.675,0.7
2016-05-09 11:00:00,XCEL ENERGY CMN,XEL,Q1 16 ,0.47,0.465,1.1
2016-05-09 12:00:00,INCYTE CORPORATION,INCY,Q1 16 ,0.16,0.32,-49.4
2016-05-10 21:01:00,ELECTRONIC ARTS INC,EA,Q4 16 ,0.5,0.422,18.5
2016-05-12 21:20:00,NVIDIA CORPORATION,NVDA,Q1 17 ,0.46,0.407,13.0
2016-05-18 13:00:00,ANALOG DEVICES CMN,ADI,Q2 16 ,0.64,0.624,2.6
2016-05-18 21:05:00,"SYNOPSYS, INC.",SNPS,Q2 16 ,0.81,0.789,2.7
2016-05-18 21:05:00,TAKE-TWO INTERACTI,TTWO,Q4 16 ,0.46,0.262,75.6
2016-05-18 21:05:00,CISCO SYSTEMS INC,CSCO,Q3 16 ,0.57,0.552,3.3
2016-05-19 21:01:00,AUTODESK INC,ADSK,Q1 17 ,-0.1,-0.138,27.5
2016-05-19 21:01:00,"ROSS STORES, INC.",ROST,Q1 17 ,0.73,0.733,-0.4
2016-05-19 21:02:00,APPLIED MATERIALS,AMAT,Q2 16 ,0.34,0.319,6.6
2016-05-24 21:00:00,INTUIT INC,INTU,Q3 16 ,3.43,3.211,6.8
2016-05-25 21:06:00,"NETAPP, INC.",NTAP,Q4 16 ,0.55,0.577,-4.7
2016-05-25 23:02:00,COPART,CPRT,Q3 16 ,0.32,0.272,17.6
2016-05-26 02:00:00,COSTCO WHOLESALE,COST,Q3 16 ,1.24,,
2016-05-26 12:30:00,DOLLAR TREE INC,DLTR,Q1 17 ,0.89,0.808,10.1
2016-05-26 21:02:00,SPLUNK,SPLK,Q1 17 ,-0.02,-0.016,-25.0
2016-05-26 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q1 17 ,1.45,1.302,11.4
2016-05-31 21:02:00,"WORKDAY, INC.",WDAY,Q1 17 ,0.05,-0.021,338.1
2016-06-02 21:02:00,BROADCOM INC.,AVGO,Q2 16 ,2.53,2.378,6.4
2016-06-21 21:05:00,ADOBE INC.,ADBE,Q2 16 ,0.71,0.68,4.4
2016-06-30 13:30:00,"PAYCHEX, INC.",PAYX,Q4 16 ,0.49,0.489,0.2
2016-06-30 21:01:00,MICRON TECHNOLOGY,MU,Q3 16 ,-0.08,-0.096,16.7
2016-07-06 12:00:00,WALGREENS BTS ALN CM,WBA,Q3 16 ,1.18,1.136,3.9
2016-07-07 11:30:00,PEPSICO INC,PEP,Q2 16 ,1.35,1.294,4.3
2016-07-12 11:50:00,FASTENAL CO,FAST,Q2 16 ,0.23,0.241,-5.7
2016-07-13 20:06:00,CSX,CSX,Q2 16 ,0.47,0.438,7.3
2016-07-18 21:05:00,"NETFLIX, INC.",NFLX,Q2 16 ,0.09,0.027,233.3
2016-07-19 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q2 16 ,1.87,1.661,12.8
2016-07-19 21:08:00,MICROSOFT CORP,MSFT,Q4 16 ,0.69,0.582,18.6
2016-07-19 21:15:00,CINTAS CORP,CTAS,Q4 16 ,1.08,1.014,6.5
2016-07-19 21:15:00,UNITED AIRLNS HLD CM,UAL,Q2 16 ,2.61,2.562,1.9
2016-07-20 21:00:00,INTEL CORP,INTC,Q2 16 ,0.59,0.535,10.3
2016-07-20 21:09:00,QUALCOMM INC,QCOM,Q3 16 ,1.16,0.974,19.1
2016-07-20 21:17:00,EBAY INC.,EBAY,Q2 16 ,0.43,0.421,2.1
2016-07-21 12:00:00,BIOGEN INC CMN,BIIB,Q2 16 ,4.87,4.685,4.0
2016-07-21 21:01:00,MAXIM INTEGRATED,MXIM,Q4 16 ,0.49,0.482,1.7
2016-07-21 21:04:00,STARBUCKS CORP,SBUX,Q3 16 ,0.49,0.487,0.6
2016-07-21 21:05:00,PAYPAL HOLDINGS,PYPL,Q2 16 ,0.36,0.358,0.6
2016-07-21 21:15:00,SKYWORKS SOLUTIONS,SWKS,Q3 16 ,1.24,1.214,2.1
2016-07-21 21:15:00,ADV MICRO DEVICES,AMD,Q2 16 ,-0.05,-0.084,40.5
2016-07-22 12:30:00,AMERICAN AIRLINES GP,AAL,Q2 16 ,1.77,1.678,5.5
2016-07-25 21:05:00,CADENCE DESIGN SYS,CDNS,Q2 16 ,0.29,0.283,2.5
2016-07-25 21:08:00,"GILEAD SCIENCES, INC",GILD,Q2 16 ,3.08,3.016,2.1
2016-07-25 21:30:00,TEXAS INSTRUMENTS,TXN,Q2 16 ,0.76,0.725,4.8
2016-07-26 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q2 16 ,0.03,0.035,-14.3
2016-07-26 13:00:00,PACCAR INC.,PCAR,Q2 16 ,1.06,1.023,3.6
2016-07-26 21:02:00,SEATTLE GENETICS,SGEN,Q2 16 ,-0.23,-0.315,27.0
2016-07-26 21:05:00,"ILLUMINA, INC.",ILMN,Q2 16 ,0.86,0.733,17.3
2016-07-26 21:05:00,CITRIX SYSTEMS INC,CTXS,Q2 16 ,1.2,1.142,5.1
2016-07-26 21:30:00,APPLE INC.,AAPL,Q3 16 ,1.42,1.386,2.5
2016-07-27 12:00:00,COMCAST CORP A,CMCSA,Q2 16 ,0.42,0.407,2.0
2016-07-27 12:30:00,T-MOBILE,TM,Q2 16 ,0.25,0.214,16.8
2016-07-27 13:00:00,MONDELEZ INTL CMN A,MDLZ,Q2 16 ,0.44,0.4,10.0
2016-07-27 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q2 16 ,0.24,0.204,17.6
2016-07-27 21:01:00,AMGEN,AMGN,Q2 16 ,2.84,2.741,3.6
2016-07-27 21:05:00,FACEBOOK INC,FB,Q2 16 ,0.71,0.574,23.7
2016-07-27 21:07:00,LAM RESEARCH CORP,LRCX,Q4 16 ,1.8,1.646,9.4
2016-07-27 21:15:00,COSTAR GROUP,CSGP,Q2 16 ,0.91,0.829,9.8
2016-07-27 21:20:00,"XILINX, INC.",XLNX,Q1 17 ,0.61,0.553,10.3
2016-07-27 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q2 16 ,2.65,2.675,-0.9
2016-07-27 21:30:00,MARRIOTT INT CL A CM,MAR,Q2 16 ,1.03,0.975,5.6
2016-07-28 11:30:00,ALEXION PHARM INC,ALXN,Q2 16 ,1.25,1.174,6.5
2016-07-28 12:00:00,AUTOMATIC DATA PROCS,ADP,Q4 16 ,0.69,0.669,3.1
2016-07-28 13:30:00,KLA CP CMN STK,KLAC,Q4 16 ,1.77,1.419,24.7
2016-07-28 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q2 16 ,0.62,0.485,27.8
2016-07-28 21:01:00,"EXPEDIA GROUP, INC.",EXPE,Q2 16 ,0.83,0.747,11.1
2016-07-28 21:01:00,AMAZON.COM INC,AMZN,Q2 16 ,1.78,1.114,59.8
2016-07-28 21:01:00,ALPHABET CL A CMN,GOOGL,Q2 16 ,7.0,6.434,8.8
2016-07-28 21:05:00,"VERISIGN, INC.",VRSN,Q2 16 ,0.91,0.864,5.3
2016-07-28 21:15:00,WESTERN DIGITAL CP,WDC,Q4 16 ,0.79,0.72,9.7
2016-08-02 12:00:00,IDEXX LABORATORIES,IDXX,Q2 16 ,0.74,0.619,19.5
2016-08-02 21:01:00,CERNER CORP,CERN,Q2 16 ,0.58,0.569,1.9
2016-08-02 21:01:00,"FISERV, INC.",FISV,Q2 16 ,0.54,0.538,0.4
2016-08-02 21:02:00,ELECTRONIC ARTS INC,EA,Q1 17 ,0.07,-0.023,404.3
2016-08-02 21:10:00,VERISK ANALYTICS INC,VRSK,Q2 16 ,0.73,0.762,-4.2
2016-08-03 11:00:00,XCEL ENERGY CMN,XEL,Q2 16 ,0.39,0.404,-3.5
2016-08-03 12:00:00,CDW,CDW,Q2 16 ,0.93,0.845,10.1
2016-08-03 21:00:00,"TESLA, INC.",TSLA,Q2 16 ,-1.06,-0.6,-76.7
2016-08-04 11:30:00,REGENERON PHARMACEUT,REGN,Q2 16 ,2.82,2.617,7.8
2016-08-04 12:09:00,ANSYS,ANSS,Q2 16 ,0.93,0.881,5.6
2016-08-04 21:00:00,BOOKING HOLDINGS INC,BKNG,Q2 16 ,11.77,12.671,-7.1
2016-08-04 21:02:00,KRAFT HEINZ CO CMN,KHC,Q2 16 ,0.85,0.711,19.5
2016-08-04 21:03:00,BIOMARIN PHARMACEUT,BMRN,Q2 16 ,-2.61,-3.78,31.0
2016-08-04 21:05:00,TAKE-TWO INTERACTI,TTWO,Q1 17 ,-0.34,-0.291,-16.8
2016-08-04 21:05:00,MONSTER BEVERAGE CP,MNST,Q2 16 ,0.33,0.346,-4.6
2016-08-04 21:05:00,ACTIVISION BLIZZARD,ATVI,Q2 16 ,0.54,0.426,26.8
2016-08-05 11:00:00,COGNIZANT TECH SOL,CTSH,Q2 16 ,0.87,0.817,6.5
2016-08-08 21:30:00,MICROCHIP TECHNOLOGY,MCHP,Q1 17 ,0.84,0.749,12.1
2016-08-09 12:00:00,CHARTER COMMUNICATIO,CHTR,Q2 16 ,0.99,0.706,40.2
2016-08-09 12:00:00,INCYTE CORPORATION,INCY,Q2 16 ,0.22,0.137,57.5
2016-08-09 13:00:00,EXCELON,EXC,Q2 16 ,0.65,0.56,16.1
2016-08-11 21:20:00,NVIDIA CORPORATION,NVDA,Q2 17 ,0.53,0.477,11.1
2016-08-17 13:00:00,ANALOG DEVICES CMN,ADI,Q3 16 ,0.82,0.777,5.5
2016-08-17 21:01:00,"NETAPP, INC.",NTAP,Q1 17 ,0.46,0.361,27.4
2016-08-17 21:05:00,"SYNOPSYS, INC.",SNPS,Q3 16 ,0.76,0.737,3.1
2016-08-17 21:05:00,CISCO SYSTEMS INC,CSCO,Q4 16 ,0.63,0.6,5.0
2016-08-18 21:01:00,"ROSS STORES, INC.",ROST,Q2 17 ,0.71,0.674,5.3
2016-08-18 21:01:00,APPLIED MATERIALS,AMAT,Q3 16 ,0.5,0.477,4.8
2016-08-23 21:00:00,INTUIT INC,INTU,Q4 16 ,0.08,-0.018,544.4
2016-08-24 21:13:00,"WORKDAY, INC.",WDAY,Q2 17 ,-0.04,-0.02,-100.0
2016-08-25 12:24:00,DOLLAR TREE INC,DLTR,Q2 17 ,0.72,0.733,-1.8
2016-08-25 21:01:00,AUTODESK INC,ADSK,Q2 17 ,0.05,-0.134,137.3
2016-08-25 21:02:00,SPLUNK,SPLK,Q2 17 ,0.05,0.034,47.1
2016-08-25 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q2 17 ,1.46,1.397,4.7
2016-09-01 21:02:00,BROADCOM INC.,AVGO,Q3 16 ,2.89,2.78,4.0
2016-09-20 21:05:00,ADOBE INC.,ADBE,Q3 16 ,0.75,0.724,3.6
2016-09-20 23:11:00,COPART,CPRT,Q4 16 ,0.3,0.275,7.3
2016-09-27 21:13:00,CINTAS CORP,CTAS,Q1 17 ,1.26,1.085,16.1
2016-09-28 13:30:00,"PAYCHEX, INC.",PAYX,Q1 17 ,0.57,0.569,1.1
2016-09-29 11:30:00,PEPSICO INC,PEP,Q3 16 ,1.4,1.34,4.5
2016-09-29 21:15:00,COSTCO WHOLESALE,COST,Q4 16 ,1.77,1.726,2.5
2016-10-04 21:03:00,MICRON TECHNOLOGY,MU,Q4 16 ,-0.05,-0.084,40.5
2016-10-11 11:50:00,FASTENAL CO,FAST,Q3 16 ,0.22,0.229,-3.9
2016-10-12 21:04:00,CSX,CSX,Q3 16 ,0.48,0.45,6.7
2016-10-17 21:05:00,"NETFLIX, INC.",NFLX,Q3 16 ,0.12,0.057,110.5
2016-10-17 21:24:00,UNITED AIRLNS HLD CM,UAL,Q3 16 ,3.11,3.059,1.7
2016-10-18 21:00:00,INTEL CORP,INTC,Q3 16 ,0.8,0.729,9.7
2016-10-18 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q3 16 ,2.06,1.715,20.3
2016-10-19 21:05:00,LAM RESEARCH CORP,LRCX,Q1 17 ,1.81,1.776,1.9
2016-10-19 21:05:00,CITRIX SYSTEMS INC,CTXS,Q3 16 ,1.32,1.194,10.6
2016-10-19 21:15:00,EBAY INC.,EBAY,Q3 16 ,0.45,0.44,2.3
2016-10-19 21:33:00,"XILINX, INC.",XLNX,Q2 17 ,0.61,0.546,11.7
2016-10-20 12:00:00,WALGREENS BTS ALN CM,WBA,Q4 16 ,1.07,0.989,8.2
2016-10-20 12:31:00,AMERICAN AIRLINES GP,AAL,Q3 16 ,1.76,1.685,4.5
2016-10-20 21:04:00,MAXIM INTEGRATED,MXIM,Q1 17 ,0.48,0.473,1.5
2016-10-20 21:05:00,PAYPAL HOLDINGS,PYPL,Q3 16 ,0.35,0.348,0.6
2016-10-20 21:07:00,MICROSOFT CORP,MSFT,Q1 17 ,0.76,0.683,11.3
2016-10-20 21:15:00,KLA CP CMN STK,KLAC,Q1 17 ,1.16,1.04,11.5
2016-10-20 21:17:00,ADV MICRO DEVICES,AMD,Q3 16 ,0.03,0.004,650.0
2016-10-24 12:30:00,T-MOBILE,TM,Q3 16 ,0.3,0.219,37.7
2016-10-24 21:05:00,CADENCE DESIGN SYS,CDNS,Q3 16 ,0.3,0.284,5.6
2016-10-25 13:00:00,PACCAR INC.,PCAR,Q3 16 ,0.98,0.995,-1.5
2016-10-25 21:03:00,VERTEX PHARMACEUTIC,VRTX,Q3 16 ,0.16,0.18,-11.1
2016-10-25 21:30:00,APPLE INC.,AAPL,Q4 16 ,1.67,1.656,0.8
2016-10-26 11:59:00,BIOGEN INC CMN,BIIB,Q3 16 ,4.83,4.967,-2.8
2016-10-26 12:00:00,COMCAST CORP A,CMCSA,Q3 16 ,0.46,0.457,0.7
2016-10-26 13:00:00,EXCELON,EXC,Q3 16 ,0.91,0.786,15.8
2016-10-26 13:00:00,MONDELEZ INTL CMN A,MDLZ,Q3 16 ,0.52,0.434,19.8
2016-10-26 21:00:00,"TESLA, INC.",TSLA,Q3 16 ,0.71,-0.537,232.2
2016-10-26 21:01:00,"FISERV, INC.",FISV,Q3 16 ,0.57,0.566,0.7
2016-10-26 21:15:00,WESTERN DIGITAL CP,WDC,Q1 17 ,1.18,1.046,12.8
2016-10-26 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q3 16 ,2.9,2.923,-0.8
2016-10-26 21:30:00,TEXAS INSTRUMENTS,TXN,Q3 16 ,0.94,0.861,9.2
2016-10-27 00:04:00,COSTAR GROUP,CSGP,Q3 16 ,1.11,1.026,8.2
2016-10-27 11:00:00,XCEL ENERGY CMN,XEL,Q3 16 ,0.9,0.869,3.6
2016-10-27 11:30:00,ALEXION PHARM INC,ALXN,Q3 16 ,1.23,1.187,3.6
2016-10-27 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q3 16 ,0.04,0.04,0.0
2016-10-27 21:01:00,AMGEN,AMGN,Q3 16 ,3.02,2.796,8.0
2016-10-27 21:01:00,AMAZON.COM INC,AMZN,Q3 16 ,0.52,0.764,-31.9
2016-10-27 21:01:00,ALPHABET CL A CMN,GOOGL,Q3 16 ,7.25,6.754,7.3
2016-10-27 21:02:00,SEATTLE GENETICS,SGEN,Q3 16 ,-0.23,-0.286,19.6
2016-10-27 21:03:00,BIOMARIN PHARMACEUT,BMRN,Q3 16 ,-0.26,-0.389,33.2
2016-10-27 21:04:00,"EXPEDIA GROUP, INC.",EXPE,Q3 16 ,2.41,2.465,-2.2
2016-10-27 21:05:00,"VERISIGN, INC.",VRSN,Q3 16 ,0.93,0.87,6.9
2016-11-01 11:00:00,IDEXX LABORATORIES,IDXX,Q3 16 ,0.62,0.596,4.0
2016-11-01 11:00:00,INCYTE CORPORATION,INCY,Q3 16 ,0.19,0.117,62.4
2016-11-01 20:01:00,CERNER CORP,CERN,Q3 16 ,0.59,0.603,-2.2
2016-11-01 20:01:00,"GILEAD SCIENCES, INC",GILD,Q3 16 ,2.75,2.841,-3.2
2016-11-01 20:01:00,ELECTRONIC ARTS INC,EA,Q2 17 ,0.53,0.433,21.5
2016-11-01 20:05:00,"ILLUMINA, INC.",ILMN,Q3 16 ,0.97,0.854,13.6
2016-11-01 20:10:00,VERISK ANALYTICS INC,VRSK,Q3 16 ,0.84,0.751,11.9
2016-11-02 11:00:00,AUTOMATIC DATA PROCS,ADP,Q1 17 ,0.86,0.758,13.5
2016-11-02 11:00:00,CDW,CDW,Q3 16 ,0.97,0.903,7.4
2016-11-02 20:00:00,FACEBOOK INC,FB,Q3 16 ,0.82,0.717,14.4
2016-11-02 20:05:00,TAKE-TWO INTERACTI,TTWO,Q2 17 ,0.66,0.288,129.2
2016-11-02 20:08:00,QUALCOMM INC,QCOM,Q4 16 ,1.28,1.132,13.1
2016-11-03 11:09:00,ANSYS,ANSS,Q3 16 ,0.95,0.92,3.3
2016-11-03 12:00:00,CHARTER COMMUNICATIO,CHTR,Q3 16 ,0.56,0.649,-13.9
2016-11-03 20:04:00,STARBUCKS CORP,SBUX,Q4 16 ,0.56,0.548,2.2
2016-11-03 20:05:00,ACTIVISION BLIZZARD,ATVI,Q3 16 ,0.52,0.422,23.2
2016-11-03 20:10:00,MONSTER BEVERAGE CP,MNST,Q3 16 ,0.34,0.371,-8.6
2016-11-03 20:10:00,KRAFT HEINZ CO CMN,KHC,Q3 16 ,0.83,0.744,11.6
2016-11-03 20:15:00,SKYWORKS SOLUTIONS,SWKS,Q4 16 ,1.47,1.43,2.8
2016-11-04 10:30:00,REGENERON PHARMACEUT,REGN,Q3 16 ,3.13,2.683,16.7
2016-11-07 11:00:00,COGNIZANT TECH SOL,CTSH,Q3 16 ,0.86,0.838,2.6
2016-11-07 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q3 16 ,0.63,0.518,21.6
2016-11-07 21:01:00,BOOKING HOLDINGS INC,BKNG,Q3 16 ,28.95,29.857,-3.0
2016-11-07 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q2 17 ,0.94,0.872,7.8
2016-11-07 21:30:00,MARRIOTT INT CL A CM,MAR,Q3 16 ,0.92,0.884,4.1
2016-11-10 21:20:00,NVIDIA CORPORATION,NVDA,Q3 17 ,0.94,0.687,36.8
2016-11-16 21:01:00,"NETAPP, INC.",NTAP,Q2 17 ,0.6,0.543,10.5
2016-11-16 21:05:00,CISCO SYSTEMS INC,CSCO,Q1 17 ,0.61,0.591,3.2
2016-11-17 21:00:00,INTUIT INC,INTU,Q1 17 ,0.06,0.03,100.0
2016-11-17 21:01:00,"ROSS STORES, INC.",ROST,Q3 17 ,0.62,0.559,10.9
2016-11-17 21:01:00,APPLIED MATERIALS,AMAT,Q4 16 ,0.66,0.654,0.9
2016-11-21 23:05:00,COPART,CPRT,Q1 17 ,0.28,0.274,4.0
2016-11-22 12:31:00,DOLLAR TREE INC,DLTR,Q3 17 ,0.81,0.777,4.2
2016-11-22 13:00:00,ANALOG DEVICES CMN,ADI,Q4 16 ,1.05,0.895,17.3
2016-11-29 21:01:00,AUTODESK INC,ADSK,Q3 17 ,-0.18,-0.24,25.0
2016-11-29 21:02:00,SPLUNK,SPLK,Q3 17 ,0.12,0.079,51.9
2016-11-30 21:05:00,"SYNOPSYS, INC.",SNPS,Q4 16 ,0.77,0.768,0.3
2016-12-01 21:02:00,"WORKDAY, INC.",WDAY,Q3 17 ,0.03,-0.042,171.4
2016-12-01 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q3 17 ,1.43,1.375,3.9
2016-12-07 21:15:00,COSTCO WHOLESALE,COST,Q1 17 ,1.17,1.187,-1.7
2016-12-08 21:21:00,BROADCOM INC.,AVGO,Q4 16 ,3.47,3.358,3.3
