Date,FB,AAPL,AMZN,NFLX,GOOGL,TSLA,NVDA,BABA,BIDU,TWTR
2015-11-19,106.26,118.78,661.27,120.22,759.94,221.8,31.12,77.87,207.8,26.32
2015-11-20,107.32,119.3,668.45,123.84,777.0,220.01,31.39,79.95,206.69,26.27
2015-11-23,106.95,117.75,678.99,125.03,776.7,217.75,30.92,81.31,207.46,25.2
2015-11-24,105.74,118.88,671.15,123.31,769.63,218.25,31.17,80.86,205.33,25.52
2015-11-25,105.41,118.03,675.34,124.16,769.26,229.64,31.13,81.71,201.8,26.06
2015-11-27,105.45,117.81,673.26,125.44,771.97,231.61,31.39,81.38,205.58,25.75
2015-11-30,104.24,118.3,664.8,123.33,762.85,230.26,31.72,84.08,217.97,25.4
2015-12-01,107.12,117.34,679.06,125.37,783.79,237.19,32.75,84.0,214.11,25.53
2015-12-02,106.07,116.28,676.01,128.93,777.85,231.99,32.5,85.0,211.36,25.4
2015-12-03,104.38,115.2,666.25,126.81,768.2,232.71,32.43,82.59,207.48,25.9
2015-12-04,106.18,119.03,672.64,130.93,779.21,230.38,33.75,84.85,208.3,25.02
2015-12-07,105.61,118.28,669.83,125.36,772.99,231.13,33.11,84.76,208.54,24.46
2015-12-08,106.49,118.23,677.33,126.98,775.14,226.72,33.56,84.38,205.02,24.99
2015-12-09,104.6,115.62,664.79,124.2,762.55,224.52,32.71,83.42,200.46,24.31
2015-12-10,105.42,116.17,662.32,122.91,760.04,227.07,32.98,84.33,200.01,25.91
2015-12-11,102.12,113.18,640.15,118.91,750.42,217.02,32.49,79.74,193.68,24.84
2015-12-14,104.66,112.48,657.91,120.67,762.54,218.58,32.57,80.57,193.89,24.92
2015-12-15,104.55,110.49,658.64,118.6,760.09,221.09,32.97,82.49,199.13,23.95
2015-12-16,106.79,111.34,675.77,122.64,776.59,234.51,33.17,84.63,199.34,24.3
2015-12-17,106.22,108.98,670.65,122.51,769.83,233.39,32.67,83.56,196.94,23.31
2015-12-18,104.04,106.03,664.14,118.02,756.85,230.46,32.14,82.65,191.92,22.99
2015-12-21,104.77,107.33,664.51,116.63,760.8,232.56,32.9,82.87,197.44,22.14
2015-12-22,105.51,107.23,663.15,116.24,767.13,229.95,32.93,84.84,197.03,22.56
2015-12-23,104.63,108.61,663.7,118.16,768.51,229.7,33.06,84.8,196.53,22.67
2015-12-24,105.02,108.03,662.79,117.33,765.84,230.57,33.17,83.71,193.93,22.97
2015-12-28,105.93,106.82,675.2,117.11,782.24,228.95,33.14,82.14,192.8,22.53
2015-12-29,107.26,108.74,693.97,119.12,793.96,237.19,33.68,83.26,194.68,22.47
2015-12-30,106.22,107.32,689.07,116.71,790.3,238.09,33.39,81.68,192.13,22.23
2015-12-31,104.66,105.26,675.89,114.38,778.01,240.01,32.96,81.27,189.04,23.14
2016-01-04,102.22,105.35,636.99,109.96,759.44,223.41,32.37,76.69,184.03,22.56
2016-01-05,102.73,102.71,633.79,107.66,761.53,223.43,32.89,78.63,187.37,21.92
2016-01-06,102.97,100.7,632.65,117.68,759.33,219.04,31.53,77.33,185.61,21.39
2016-01-07,97.92,96.45,607.94,114.56,741.0,215.65,30.28,72.72,174.37,20.26
2016-01-08,97.33,96.96,607.05,111.39,730.91,211.0,29.63,70.8,171.34,19.98
2016-01-11,97.51,98.53,617.74,114.97,733.07,207.85,29.68,69.92,170.37,19.65
2016-01-12,99.37,99.96,617.89,116.58,745.34,209.97,30.18,72.68,172.91,19.62
2016-01-13,95.44,97.39,581.81,106.56,719.57,200.31,29.26,70.29,166.04,18.68
2016-01-14,98.37,99.52,593.0,107.06,731.39,206.18,28.67,72.25,172.23,19.0
2016-01-15,94.97,97.13,570.18,104.04,710.49,204.99,27.11,69.59,163.92,17.94
2016-01-19,95.26,96.66,574.48,107.89,719.08,204.72,27.33,70.13,166.03,16.69
2016-01-20,94.35,96.79,571.77,107.74,718.56,198.7,27.48,68.71,164.99,17.38
2016-01-21,94.16,96.3,575.02,102.35,726.67,199.97,27.8,70.72,169.56,17.83
2016-01-22,97.94,101.42,596.38,100.72,745.46,202.55,28.45,70.37,171.17,17.84
2016-01-25,97.01,99.44,596.53,99.12,733.62,196.38,28.42,69.72,167.54,17.02
2016-01-26,97.34,99.99,601.25,97.83,733.79,193.56,28.7,69.77,167.08,17.01
2016-01-27,94.45,93.42,583.35,91.15,717.58,188.07,28.36,69.54,158.27,16.78
2016-01-28,109.11,94.09,635.35,94.41,748.3,189.7,28.05,66.92,156.94,16.49
2016-01-29,112.21,97.34,587.0,91.84,761.35,191.2,29.29,67.03,163.27,16.8
2016-02-01,115.09,96.43,574.81,94.09,770.77,196.94,29.3,67.03,161.1,17.91
2016-02-02,114.61,94.48,552.1,91.49,780.91,182.78,28.06,65.09,154.82,16.08
2016-02-03,112.69,96.35,531.07,90.74,749.38,173.48,28.2,63.44,153.08,16.56
2016-02-04,110.49,96.6,536.26,89.71,730.03,175.33,28.21,64.86,152.59,16.91
2016-02-05,104.07,94.02,502.13,82.79,703.76,162.6,26.43,62.64,145.34,15.72
2016-02-08,99.75,95.01,488.1,83.32,704.16,147.99,25.22,61.1,145.05,14.9
2016-02-09,99.54,94.99,482.07,86.13,701.02,148.25,25.49,61.39,140.68,14.4
2016-02-10,101.0,94.27,490.48,88.45,706.85,143.67,25.43,61.78,143.78,14.98
2016-02-11,101.91,93.7,503.82,86.35,706.36,150.47,25.3,60.57,141.21,14.31
2016-02-12,102.01,93.99,507.08,87.4,706.89,151.04,25.73,60.89,152.73,15.88
2016-02-16,101.61,96.64,521.1,89.05,717.64,155.17,26.99,66.29,157.52,16.36
2016-02-17,105.2,98.12,534.1,94.76,731.97,168.68,27.66,66.38,163.53,17.46
2016-02-18,103.47,96.26,525.0,90.49,717.51,166.77,30.04,66.52,160.7,18.43
2016-02-19,104.57,96.04,534.9,89.23,722.11,166.58,30.44,67.28,164.47,18.31
2016-02-22,107.16,96.88,559.5,91.93,729.05,177.74,31.52,68.84,168.67,18.3
2016-02-23,105.46,94.69,552.94,89.12,717.29,177.21,31.6,66.97,161.02,18.3
2016-02-24,106.88,96.1,554.04,91.61,720.9,179.0,31.82,67.23,162.75,18.0
2016-02-25,108.07,96.76,555.15,94.53,729.12,187.43,31.89,66.66,158.22,17.59
2016-02-26,107.92,96.91,555.23,94.79,724.86,190.34,31.68,66.91,173.8,17.94
2016-02-29,106.92,96.69,552.52,93.41,717.22,191.93,31.36,68.81,173.42,18.12
2016-03-01,109.82,100.53,579.04,98.3,742.17,186.35,32.75,70.86,180.2,17.85
2016-03-02,109.95,100.75,580.21,97.61,739.48,188.34,32.94,71.25,176.94,18.54
2016-03-03,109.58,101.5,577.49,97.93,731.59,195.74,32.65,71.02,177.3,19.31
2016-03-04,108.39,103.01,575.14,101.58,730.22,201.04,32.55,72.22,178.55,19.36
2016-03-07,105.73,101.87,562.8,95.49,712.8,205.29,32.34,72.89,177.2,19.17
2016-03-08,105.93,101.03,560.26,96.23,713.53,202.6,31.75,71.07,172.81,18.33
2016-03-09,107.51,101.12,559.47,98.0,725.41,208.72,31.73,72.43,176.5,17.66
2016-03-10,107.32,101.17,558.93,97.36,732.17,205.18,31.68,71.97,176.08,16.61
2016-03-11,109.41,102.26,569.61,97.66,744.87,207.5,32.22,74.01,182.98,16.81
2016-03-14,109.89,102.52,573.37,98.13,750.24,215.15,32.3,73.35,182.02,17.12
2016-03-15,110.67,104.58,577.02,97.86,750.57,218.34,32.14,72.23,180.22,16.19
2016-03-16,112.18,105.97,574.27,99.35,757.36,221.93,33.1,73.5,183.05,16.7
2016-03-17,111.02,105.8,559.44,99.72,758.48,226.38,32.82,74.25,183.44,16.85
2016-03-18,111.45,105.92,552.08,101.12,755.41,232.74,33.81,76.25,187.92,16.85
2016-03-21,111.85,105.91,553.98,101.06,762.16,238.32,33.91,78.11,187.12,16.89
2016-03-22,112.25,106.72,560.48,99.84,760.05,234.24,33.85,78.18,188.4,16.86
2016-03-23,112.54,106.13,569.63,99.59,757.56,222.58,34.43,76.56,183.84,16.01
2016-03-24,113.05,105.67,582.95,98.36,754.84,227.75,34.48,75.86,184.86,15.91
2016-03-28,113.69,105.19,579.87,101.21,753.28,230.26,34.83,76.48,185.17,15.6
2016-03-29,116.14,107.68,593.86,104.13,765.89,230.13,35.39,78.08,189.84,15.97
2016-03-30,114.7,109.56,598.69,102.19,768.34,226.89,35.76,78.86,189.89,16.36
2016-03-31,114.1,108.99,593.64,102.23,762.9,229.77,35.63,79.03,190.88,16.55
2016-04-01,116.06,109.99,598.5,105.7,769.67,237.59,36.15,78.73,190.33,15.98
2016-04-04,112.55,111.12,593.19,104.35,765.12,246.99,35.8,79.08,188.97,17.09
2016-04-05,112.22,109.81,586.14,104.94,758.57,255.47,35.75,77.32,183.8,17.05
2016-04-06,113.71,110.96,602.08,104.83,768.07,265.42,35.8,78.68,186.82,17.26
2016-04-07,113.64,108.54,591.43,104.45,760.12,257.2,35.43,77.61,182.53,16.98
2016-04-08,110.63,108.66,594.6,103.81,759.47,250.07,35.66,77.47,183.98,16.65
2016-04-11,108.99,109.02,595.93,102.68,757.54,249.92,35.88,77.71,185.07,16.51
2016-04-12,110.61,110.44,603.17,106.98,764.32,247.82,35.84,77.86,187.4,16.57
2016-04-13,110.51,112.04,614.82,109.65,771.91,254.53,36.74,79.64,193.98,17.37
2016-04-14,110.84,112.1,620.75,110.42,775.39,251.86,36.84,79.61,195.72,17.53
2016-04-15,109.64,109.85,625.89,111.51,780.0,254.51,37.13,78.97,193.22,17.58
2016-04-18,110.45,107.48,635.35,108.4,787.68,253.88,36.97,79.01,192.94,17.31
2016-04-19,112.29,106.91,627.9,94.34,776.25,247.37,36.31,79.46,194.52,16.92
2016-04-20,112.42,107.13,632.99,96.77,774.92,249.97,36.45,81.21,193.67,17.4
2016-04-21,113.44,105.97,631.0,94.98,780.0,248.29,36.41,80.78,192.74,17.51
2016-04-22,110.56,105.68,620.5,95.9,737.77,253.75,36.27,79.89,190.76,17.23
2016-04-25,110.1,105.08,626.2,93.56,742.21,251.82,36.45,78.84,188.04,17.09
2016-04-26,108.76,104.35,616.88,92.43,725.37,253.74,36.48,78.61,188.25,17.75
2016-04-27,108.89,97.82,606.57,91.04,721.46,251.47,37.31,77.65,187.95,14.86
2016-04-28,116.73,94.83,602.0,90.28,705.06,247.71,36.2,76.4,186.02,14.64
2016-04-29,117.58,93.74,659.59,90.03,707.88,240.76,35.53,76.94,194.3,14.62
2016-05-02,118.57,93.64,683.85,93.11,714.41,241.8,36.0,76.61,178.91,14.4
2016-05-03,117.43,95.18,671.32,91.54,708.44,232.32,35.57,75.91,174.36,14.01
2016-05-04,118.06,94.19,670.9,90.79,711.37,222.56,34.76,75.82,177.28,14.84
2016-05-05,117.81,93.24,659.09,89.37,714.71,211.53,34.97,78.83,175.22,14.12
2016-05-06,119.49,92.72,673.95,90.84,725.18,214.93,35.33,79.2,173.94,14.4
2016-05-09,119.24,92.79,679.75,90.54,729.13,208.92,35.28,79.41,169.49,14.2
2016-05-10,120.5,93.42,703.07,92.89,739.38,208.69,35.96,79.72,166.21,14.63
2016-05-11,119.52,92.51,713.23,90.02,730.55,208.96,36.06,79.8,163.05,14.59
2016-05-12,120.28,90.34,717.93,87.74,728.07,207.28,35.57,79.16,161.28,14.08
2016-05-13,119.81,90.52,709.92,87.88,724.83,207.61,40.98,77.16,159.75,14.1
2016-05-16,118.67,93.88,710.66,89.12,730.3,208.29,42.19,79.29,167.96,14.29
2016-05-17,117.35,93.49,695.27,88.63,720.19,204.66,42.28,79.35,171.04,14.34
2016-05-18,117.65,94.56,697.45,90.5,721.78,211.17,43.36,79.03,169.45,14.14
2016-05-19,116.81,94.2,698.52,89.55,715.31,215.21,43.55,78.32,168.51,14.15
2016-05-20,117.35,95.22,702.8,92.49,721.71,220.28,44.33,78.79,170.05,14.43
2016-05-23,115.97,96.43,696.75,94.89,717.25,216.22,44.4,79.0,169.77,14.41
2016-05-24,117.7,97.9,704.2,97.89,733.03,217.91,45.36,81.12,175.91,14.03
2016-05-25,117.89,99.62,708.35,100.2,738.1,219.58,45.17,75.59,176.71,14.41
2016-05-26,119.47,100.41,714.91,102.81,736.93,225.12,45.65,78.35,177.67,14.3
2016-05-27,119.38,100.35,712.24,103.3,747.6,223.04,45.9,80.97,185.01,15.1
2016-05-31,118.81,99.86,722.79,102.57,748.85,223.23,46.72,82.0,178.54,15.22
2016-06-01,118.78,98.46,719.44,101.51,748.46,219.56,46.81,76.69,176.53,15.02
2016-06-02,118.93,97.72,728.24,101.25,744.27,218.96,47.14,77.3,175.64,15.2
2016-06-03,118.47,97.92,725.54,99.59,735.86,218.99,46.48,76.62,173.74,15.2
2016-06-06,118.79,98.63,726.73,100.74,730.06,220.68,46.24,78.06,174.62,15.27
2016-06-07,117.76,99.03,723.74,99.89,731.09,232.34,46.33,77.84,170.86,15.0
2016-06-08,118.39,98.94,726.64,97.86,742.93,235.52,46.18,77.64,168.71,14.95
2016-06-09,118.56,99.65,727.65,97.09,742.52,229.36,47.38,77.56,168.99,14.6
2016-06-10,116.62,98.83,717.91,93.75,733.19,218.79,46.2,75.92,164.28,14.02
2016-06-13,113.95,97.34,715.24,93.85,731.88,217.87,46.79,75.45,163.55,14.55
2016-06-14,114.94,97.46,719.3,94.12,733.25,214.96,46.88,77.77,160.84,15.36
2016-06-15,114.6,97.14,714.26,94.29,732.19,217.7,47.36,78.39,161.03,15.96
2016-06-16,114.39,97.55,717.51,95.44,724.25,217.93,47.55,78.27,165.52,15.87
2016-06-17,113.02,95.33,706.39,94.45,704.25,215.47,46.72,77.0,162.68,16.1
2016-06-20,113.37,95.1,714.01,93.8,706.13,219.7,47.56,78.15,166.53,16.34
2016-06-21,114.38,95.91,715.82,90.99,708.88,219.61,47.27,78.62,162.8,16.32
2016-06-22,113.91,95.55,710.6,90.01,710.47,196.66,47.23,78.73,162.22,16.13
2016-06-23,115.08,96.1,722.08,91.66,714.87,196.4,48.49,79.14,163.92,17.04
2016-06-24,112.08,93.4,698.96,88.44,685.2,193.15,45.73,76.29,159.12,16.44
2016-06-27,108.97,92.04,691.36,85.33,681.14,198.55,45.24,74.23,156.92,15.84
2016-06-28,112.7,93.59,707.95,87.97,691.26,201.79,45.9,76.28,160.41,16.42
2016-06-29,114.16,94.4,715.6,91.06,695.19,210.19,46.65,78.04,164.41,16.83
2016-06-30,114.28,95.6,715.62,91.48,703.53,212.28,47.01,79.53,165.15,16.91
2016-07-01,114.19,95.89,725.68,96.67,710.25,216.5,46.66,79.65,165.19,17.28
2016-07-05,114.2,94.99,728.1,97.91,704.89,213.98,47.35,78.97,161.87,17.14
2016-07-06,116.7,95.53,737.61,94.6,708.97,214.44,47.65,78.64,161.56,17.2
2016-07-07,115.85,95.94,736.57,95.1,707.26,215.94,48.89,79.35,163.42,17.37
2016-07-08,117.24,96.68,745.81,97.06,717.78,216.78,50.85,78.99,159.8,18.08
2016-07-11,117.87,96.98,753.78,94.67,727.2,224.78,52.02,81.46,167.03,17.71
2016-07-12,117.93,97.42,748.21,95.97,732.51,224.65,52.8,81.74,164.98,18.1
2016-07-13,116.78,96.87,742.63,96.43,729.48,222.53,52.78,80.57,164.16,17.74
2016-07-14,117.29,98.79,741.2,98.02,735.8,221.53,53.32,81.74,164.85,17.96
2016-07-15,116.86,98.78,735.44,98.39,735.63,220.4,52.7,81.25,162.74,18.08
2016-07-18,119.37,99.83,736.07,98.81,753.2,226.25,52.97,82.65,164.79,18.65
2016-07-19,120.61,99.87,739.95,85.84,753.41,225.26,53.52,82.77,161.19,18.33
2016-07-20,121.92,99.96,745.72,87.91,757.08,228.36,54.22,84.42,160.65,18.56
2016-07-21,120.61,99.43,744.43,85.99,754.41,220.5,53.22,84.18,161.4,18.39
2016-07-22,121.0,98.66,744.86,85.89,759.28,222.27,54.67,84.49,160.88,18.37
2016-07-25,121.63,97.34,739.61,87.66,757.52,230.01,55.68,83.19,160.25,18.65
2016-07-26,121.22,96.67,735.59,91.41,757.65,229.51,56.63,83.59,164.03,18.45
2016-07-27,123.34,102.95,736.67,92.04,761.97,228.49,56.06,83.1,165.5,15.77
2016-07-28,125.0,104.34,752.61,91.65,765.84,230.61,56.18,83.12,165.63,16.31
2016-07-29,123.94,104.21,758.81,91.25,791.34,234.79,57.1,82.48,159.6,16.64
2016-08-01,124.31,106.05,767.74,94.37,800.94,230.01,56.73,84.34,163.23,16.64
2016-08-02,123.09,104.48,760.58,93.56,800.12,227.2,56.04,83.8,160.75,16.42
2016-08-03,122.51,105.79,754.64,93.1,798.92,225.79,56.19,83.67,162.24,17.61
2016-08-04,124.36,105.87,760.77,93.44,797.25,230.61,57.23,84.75,162.56,18.13
2016-08-05,125.15,107.48,765.98,97.03,806.93,230.03,58.2,84.59,167.38,18.26
2016-08-08,125.26,108.37,766.56,95.11,805.23,226.16,58.74,85.0,166.45,18.2
2016-08-09,125.06,108.81,768.31,93.99,807.48,229.08,58.89,85.24,165.54,18.68
2016-08-10,124.88,108.0,768.56,93.93,808.49,225.65,58.51,87.33,165.63,19.04
2016-08-11,124.9,107.93,771.24,95.89,808.2,224.91,59.7,91.77,167.72,19.78
2016-08-12,124.88,108.18,772.56,96.59,807.05,225.61,63.04,98.25,167.98,19.54
2016-08-15,123.9,109.48,768.49,95.31,805.96,225.59,62.98,97.17,172.95,20.86
2016-08-16,123.3,109.38,764.04,95.12,801.19,223.61,62.6,96.66,173.3,20.4
2016-08-17,124.37,109.22,764.63,96.37,805.42,223.24,61.15,97.0,172.73,20.17
2016-08-18,123.91,109.08,764.46,96.16,802.75,223.51,62.1,97.0,175.4,19.0
2016-08-19,123.56,109.36,757.31,95.87,799.65,225.0,62.26,96.86,177.53,18.98
2016-08-22,124.15,108.51,759.48,95.26,796.95,222.93,62.52,95.65,173.85,18.55
2016-08-23,124.37,108.85,762.45,95.94,796.59,224.84,62.91,95.79,173.49,18.69
2016-08-24,123.48,108.03,757.25,95.18,793.6,222.62,61.94,93.88,171.49,18.25
2016-08-25,123.89,107.57,759.22,97.32,791.3,220.96,61.53,93.94,172.85,18.32
2016-08-26,124.96,106.94,769.0,97.58,793.22,219.99,62.03,95.06,173.47,18.3
2016-08-29,126.54,106.82,771.29,97.3,795.82,215.2,61.99,94.88,173.65,18.47
2016-08-30,125.84,106.0,767.58,97.45,791.92,211.34,61.63,96.0,175.45,18.38
2016-08-31,126.12,106.1,769.16,97.45,789.85,212.01,61.34,97.19,171.07,19.21
2016-09-01,126.17,106.73,770.62,97.38,791.4,200.77,63.15,97.42,176.55,19.5
2016-09-02,126.51,107.73,772.44,97.38,796.87,197.78,62.53,99.25,177.78,19.55
2016-09-06,129.73,107.7,788.87,100.09,808.02,202.83,63.12,103.78,189.06,19.93
2016-09-07,131.05,108.36,784.48,99.15,807.99,201.71,62.19,102.32,189.15,19.87
2016-09-08,130.27,105.52,784.06,99.66,802.84,197.36,62.64,102.57,187.5,18.7
2016-09-09,127.1,103.13,760.14,96.5,788.48,194.47,59.52,99.62,182.1,18.11
2016-09-12,128.69,105.44,771.49,99.05,798.82,198.3,60.75,100.8,184.13,18.15
2016-09-13,127.21,107.95,761.01,96.09,788.72,196.05,59.87,100.28,181.9,17.76
2016-09-14,127.77,111.77,761.09,97.01,790.46,196.41,60.4,102.4,182.18,18.08
2016-09-15,128.35,115.57,769.69,97.34,801.23,200.42,62.69,104.45,186.5,18.3
2016-09-16,129.07,114.92,778.52,99.48,797.97,205.4,62.84,104.64,185.01,19.11
2016-09-19,128.65,113.58,775.1,98.06,795.39,206.34,63.67,103.03,184.74,18.36
2016-09-20,128.64,113.57,780.22,98.25,799.78,204.64,63.09,101.36,186.37,18.39
2016-09-21,129.94,113.55,789.74,94.88,805.03,205.22,64.86,106.0,196.03,18.49
2016-09-22,130.08,114.62,804.7,95.83,815.95,206.43,65.02,109.36,195.45,18.63
2016-09-23,127.96,112.71,805.75,95.94,814.96,207.45,64.95,107.71,191.72,22.62
2016-09-26,127.31,112.88,799.16,94.56,802.65,208.99,64.34,105.89,188.86,23.37
2016-09-27,128.69,113.09,816.11,97.07,810.73,205.81,66.54,108.26,190.83,23.72
2016-09-28,129.23,113.95,828.72,97.48,810.06,206.27,66.78,108.75,187.74,22.96
2016-09-29,128.09,112.18,829.05,96.67,802.64,200.7,67.4,105.55,182.23,23.01
2016-09-30,128.27,113.05,837.31,98.55,804.06,204.03,68.52,105.79,182.07,23.05
2016-10-03,128.77,112.52,836.74,102.63,800.38,213.7,68.45,105.38,183.54,24.0
2016-10-04,128.19,113.0,834.03,102.34,802.79,211.41,68.3,105.45,184.08,23.52
2016-10-05,128.47,113.05,844.36,106.28,801.23,208.46,68.23,106.96,184.11,24.87
2016-10-06,128.74,113.89,841.66,105.07,803.08,201.0,67.34,107.08,181.52,19.87
2016-10-07,128.99,114.06,839.43,104.82,800.71,196.61,66.85,106.0,179.8,19.85
2016-10-10,130.24,116.05,841.71,103.33,814.17,200.95,67.1,108.41,181.49,17.56
2016-10-11,128.88,116.3,831.0,100.59,809.57,200.1,66.13,105.23,177.04,18.0
2016-10-12,129.05,117.34,834.09,99.5,811.77,201.51,66.43,103.62,175.41,18.05
2016-10-13,127.82,116.98,829.28,100.23,804.08,200.24,65.35,102.15,174.61,17.79
2016-10-14,127.88,117.63,822.96,101.47,804.6,196.51,65.99,101.85,175.51,16.88
2016-10-17,127.54,117.55,812.95,99.8,806.84,193.96,65.61,102.84,175.15,16.73
2016-10-18,128.57,117.47,817.65,118.79,821.49,199.1,66.61,103.34,175.65,16.83
2016-10-19,130.11,117.12,817.69,121.87,826.84,203.56,66.47,103.93,176.2,17.07
2016-10-20,130.0,117.06,810.32,123.35,821.63,199.1,67.73,103.85,175.17,16.9
2016-10-21,132.07,116.6,818.99,127.5,824.06,200.09,67.54,103.94,176.76,18.09
2016-10-24,133.28,117.65,838.09,127.33,835.74,202.76,70.71,104.5,180.86,18.03
2016-10-25,132.29,118.25,835.18,126.51,828.55,202.34,71.87,104.22,176.68,17.26
2016-10-26,131.04,115.59,822.59,126.97,822.1,202.24,72.16,102.78,172.82,17.29
2016-10-27,129.69,114.48,818.36,126.47,817.35,204.01,70.68,102.38,175.1,17.4
2016-10-28,131.29,113.72,776.32,126.57,819.56,199.97,70.56,101.93,179.59,17.66
2016-10-31,130.99,113.54,789.82,124.87,809.9,197.73,71.16,101.69,176.86,17.95
2016-11-01,129.5,111.49,785.41,123.3,805.48,190.79,69.05,101.15,173.49,17.49
2016-11-02,127.17,111.59,765.56,122.34,788.42,188.02,68.76,98.51,168.78,17.61
2016-11-03,120.0,109.83,767.03,122.14,782.19,187.42,67.96,97.75,168.57,17.58
2016-11-04,120.75,108.84,755.05,122.03,781.1,190.56,67.57,97.57,167.7,18.02
2016-11-07,122.15,110.41,784.93,124.58,802.03,193.21,71.27,99.35,171.56,18.41
2016-11-08,124.22,111.06,787.75,124.34,811.98,194.94,71.16,99.85,170.92,18.38
2016-11-09,123.18,110.88,771.88,122.19,805.59,190.06,69.96,96.67,168.66,19.13
2016-11-10,120.8,107.79,742.38,115.42,780.29,185.35,67.77,94.34,163.47,18.37
2016-11-11,119.02,108.43,739.01,114.78,771.75,188.56,87.97,92.99,162.95,18.55
2016-11-14,115.08,105.71,719.07,113.38,753.22,181.45,83.64,89.77,161.73,19.14
2016-11-15,117.2,107.11,743.24,113.59,775.16,183.77,86.19,91.0,164.44,18.98
2016-11-16,116.34,109.99,746.49,115.19,779.98,183.93,91.63,92.86,166.74,18.63
2016-11-17,117.79,109.95,756.4,115.03,786.16,188.66,92.39,94.07,166.21,18.55
2016-11-18,117.02,110.06,760.16,115.21,775.97,185.02,93.36,93.39,164.38,18.73
2016-11-21,121.77,111.73,780.0,117.96,784.8,184.52,92.98,93.41,165.69,18.6
2016-11-22,121.47,111.8,785.33,118.04,785.0,191.17,93.65,93.21,164.47,18.63
2016-11-23,120.84,111.23,780.12,117.69,779.0,193.14,93.97,93.03,163.63,18.22
2016-11-25,120.38,111.79,780.37,117.41,780.23,196.65,94.16,93.01,164.44,18.06
2016-11-28,120.41,111.57,766.77,116.93,785.79,196.12,94.11,93.76,167.0,18.3
2016-11-29,120.87,111.46,762.52,117.51,789.44,189.57,93.25,94.99,169.18,18.19
2016-11-30,118.42,110.52,750.57,117.0,775.88,189.4,92.2,94.02,166.95,18.49
2016-12-01,115.1,109.49,743.65,117.22,764.33,181.88,87.64,89.86,163.08,18.03
2016-12-02,115.4,109.9,740.34,120.81,764.46,181.47,88.45,90.48,161.67,17.93
2016-12-05,117.43,109.11,759.36,119.16,778.22,186.8,91.88,90.99,164.32,18.23
2016-12-06,117.31,109.95,764.72,124.57,776.18,185.85,93.39,90.4,165.17,18.23
2016-12-07,117.95,111.03,770.42,125.39,791.47,193.15,95.07,91.07,169.33,19.48
2016-12-08,118.91,112.12,767.33,123.24,795.17,192.29,93.48,92.31,167.75,19.64
2016-12-09,119.68,113.95,768.66,122.88,809.45,192.18,91.82,93.28,170.82,19.65
2016-12-12,117.77,113.3,760.12,122.83,807.9,192.43,89.59,92.47,168.48,18.93
2016-12-13,120.31,115.19,774.34,123.78,815.34,198.15,91.17,92.16,171.46,19.37
2016-12-14,120.21,115.19,768.82,123.44,817.89,198.69,96.45,91.19,169.83,18.93
2016-12-15,120.57,115.82,761.0,125.0,815.65,197.58,98.71,88.85,165.78,18.79
2016-12-16,119.87,115.97,757.77,124.22,809.84,202.49,100.41,88.67,164.93,18.63
2016-12-19,119.24,116.64,766.0,125.45,812.5,202.73,101.63,88.93,163.69,18.24
2016-12-20,119.09,116.95,771.22,125.12,815.2,208.79,105.17,89.84,165.28,17.92
2016-12-21,119.04,117.06,770.6,126.5,812.2,207.7,105.83,89.25,163.92,17.08
2016-12-22,117.4,116.29,766.34,125.58,809.68,208.45,107.11,86.8,162.89,16.41
2016-12-23,117.27,116.52,760.59,125.59,807.8,213.34,109.78,86.79,163.62,16.5
2016-12-27,118.01,117.26,771.4,128.35,809.93,219.53,117.32,87.54,164.77,16.61
2016-12-28,116.92,116.76,772.13,125.89,804.57,219.74,109.25,87.37,165.54,16.39
2016-12-29,116.35,116.73,765.15,125.33,802.88,214.68,111.43,87.33,166.5,16.39
2016-12-30,115.05,115.82,749.87,123.8,792.45,213.69,106.74,87.81,164.41,16.3
2017-01-03,116.86,116.15,753.67,127.49,808.01,216.99,102.01,88.6,168.3,16.44
2017-01-04,118.69,116.02,757.18,129.41,807.77,226.99,104.39,90.51,171.96,16.86
2017-01-05,120.67,116.61,780.45,131.81,813.02,226.75,101.74,94.37,177.47,17.09
2017-01-06,123.41,117.91,795.99,131.07,825.21,229.01,103.1,93.89,176.38,17.17
2017-01-09,124.9,118.99,796.92,130.95,827.18,231.28,107.28,94.72,177.16,17.5
2017-01-10,124.35,119.11,795.9,129.89,826.01,229.87,106.47,96.75,180.31,17.37
2017-01-11,126.09,119.75,799.02,130.5,829.86,229.73,105.16,96.94,179.32,17.3
2017-01-12,126.62,119.25,813.64,129.18,829.53,229.59,103.44,95.9,177.57,17.38
2017-01-13,128.34,119.04,817.14,133.7,830.94,237.75,103.43,96.27,176.48,17.25
2017-01-17,127.87,120.0,809.72,132.89,827.46,235.58,101.11,96.12,176.96,16.96
2017-01-18,127.92,119.99,807.48,133.26,829.02,238.36,102.95,96.0,176.54,17.11
2017-01-19,127.55,119.78,809.04,138.41,824.37,243.76,105.16,96.17,176.09,16.79
2017-01-20,127.04,120.0,808.33,138.6,828.17,244.73,104.01,96.06,173.44,16.58
2017-01-23,128.93,120.08,817.88,137.39,844.43,248.92,105.09,98.41,175.97,16.61
2017-01-24,129.37,119.97,822.44,140.11,849.53,254.61,107.33,101.43,176.05,16.52
